,Name,Division,OverallRank,Rank,Wk1_Score,Wk1_Rank,Wk2_Score,Wk2_Rank,Wk3_Score,Wk3_Rank,Wk4_Score,Wk4_Rank,Wk5_Score,Wk5_Rank
122516,Kristen Elder,I-Women,64182.0,10679.0,141.0,16232.0,258.0,9629.0,159.0,22702.0,65.0,7335.0,52.0,8284.0
167716,Kymberly Taylor-Whitehurst,I-Women,64194.0,10680.0,145.0,15013.0,262.0,8620.0,179.0,18759.0,60.0,10345.0,47.0,11457.0
158744,Shile Dayton,I-Women,64195.0,10681.0,150.0,13504.0,217.0,20980.0,229.0,12072.0,53.0,13136.0,60.0,4503.0
33334,Lori Heltunen,I-Women,64195.0,10681.0,145.0,15112.0,241.0,13928.0,212.0,13943.0,63.0,8550.0,45.0,12662.0
138699,Tasia Siegel,I-Women,64199.0,10683.0,150.0,10413.0,225.0,19166.0,226.0,12370.0,49.0,14520.0,53.0,7730.0
184120,Amanda Van Wingerden,I-Women,64200.0,10684.0,150.0,11153.0,256.0,10163.0,240.0,10610.0,58.0,11336.0,17.0,20938.0
40280,Juanita VanSlyke,I-Women,64210.0,10685.0,121.0,23217.0,262.0,8620.0,167.0,21123.0,67.0,6239.0,59.0,5011.0
103935,Ashley Taylor,I-Women,64214.0,10686.0,136.0,17498.0,240.0,14366.0,240.0,9930.0,60.0,10345.0,46.0,12075.0
207246,heather shane,I-Women,64215.0,10687.0,150.0,7652.0,271.0,6342.0,168.0,20799.0,64.0,7967.0,16.0,21455.0
191285,Lacey Smithberg,I-Women,64215.0,10687.0,150.0,9274.0,255.0,10429.0,193.0,16548.0,45.0,16507.0,47.0,11457.0
36280,Taneil Ilano,I-Women,64221.0,10689.0,150.0,11431.0,241.0,13928.0,170.0,20479.0,48.0,14779.0,65.0,3604.0
169727,Holly Gardner,I-Women,64231.0,10690.0,126.0,20738.0,251.0,11349.0,240.0,4515.0,51.0,13854.0,42.0,13775.0
140329,Angela Wooten-Hart,I-Women,64242.0,10691.0,150.0,10598.0,228.0,18317.0,201.0,15482.0,60.0,10345.0,50.0,9500.0
69152,Pamela MacKenzie,I-Women,64243.0,10692.0,125.0,21093.0,243.0,13200.0,240.0,8519.0,50.0,14195.0,54.0,7236.0
6033,Stacy Hagerty,I-Women,64257.0,10693.0,134.0,18135.0,236.0,16057.0,240.0,10733.0,53.0,13136.0,56.0,6196.0
3185,Amanda Ford,I-Women,64263.0,10694.0,150.0,8869.0,270.0,6614.0,192.0,16724.0,54.0,12739.0,21.0,19317.0
16133,camille harmon,I-Women,64263.0,10694.0,149.0,14143.0,264.0,8189.0,169.0,20726.0,52.0,13475.0,53.0,7730.0
26198,Anita Flowers,I-Women,64264.0,10696.0,146.0,14751.0,250.0,11522.0,190.0,17086.0,56.0,12003.0,51.0,8902.0
15460,Tara Hoare,I-Women,64264.0,10696.0,150.0,13461.0,242.0,13593.0,197.0,16084.0,60.0,10345.0,48.0,10781.0
156722,Karrina Francis,I-Women,64271.0,10698.0,142.0,15971.0,240.0,14366.0,234.0,11695.0,54.0,12739.0,50.0,9500.0
51387,Lauren Brecht,I-Women,64285.0,10699.0,150.0,11060.0,242.0,13593.0,231.0,11912.0,54.0,12739.0,37.0,14981.0
14895,Melanie Linn,I-Women,64288.0,10700.0,150.0,11677.0,240.0,14366.0,240.0,9726.0,57.0,11668.0,27.0,16851.0
51493,Hana O'Regan,I-Women,64289.0,10701.0,151.0,6645.0,219.0,20580.0,213.0,13831.0,45.0,16507.0,55.0,6726.0
113253,Lacey Williams,I-Women,64292.0,10702.0,130.0,18997.0,257.0,9899.0,193.0,16604.0,65.0,7335.0,47.0,11457.0
45339,Heather Sebero,I-Women,64293.0,10703.0,129.0,19462.0,232.0,17091.0,240.0,10282.0,61.0,9728.0,53.0,7730.0
194833,Brittainy Vice,I-Women,64295.0,10704.0,150.0,13049.0,240.0,14366.0,240.0,6239.0,63.0,8550.0,15.0,22091.0
100079,Ashley Farrell,I-Women,64300.0,10705.0,150.0,12099.0,247.0,12101.0,187.0,17591.0,48.0,14779.0,53.0,7730.0
82088,Jennifer Heathcock,I-Women,64310.0,10706.0,130.0,19152.0,279.0,5053.0,240.0,7639.0,48.0,14779.0,25.0,17687.0
124456,Heather Batten,I-Women,64311.0,10707.0,149.0,14236.0,240.0,14366.0,240.0,9032.0,45.0,16507.0,49.0,10170.0
36197,Rachel Barstow,I-Women,64311.0,10707.0,150.0,10598.0,245.0,12490.0,203.0,15215.0,46.0,15838.0,49.0,10170.0
80807,Maria Mendoza,I-Women,64318.0,10709.0,150.0,11027.0,241.0,13928.0,169.0,20615.0,64.0,7967.0,48.0,10781.0
136159,Deni Carwile,I-Women,64346.0,10710.0,150.0,11864.0,228.0,18317.0,240.0,7714.0,64.0,7967.0,23.0,18484.0
67748,Brooke Vorhoff,I-Women,64349.0,10711.0,150.0,10689.0,227.0,18590.0,240.0,9726.0,70.0,4811.0,18.0,20533.0
121280,Kathy Johnson,I-Women,64365.0,10712.0,138.0,16995.0,245.0,12490.0,188.0,17428.0,63.0,8550.0,51.0,8902.0
79374,nikola white,I-Women,64379.0,10713.0,150.0,11644.0,270.0,6614.0,240.0,8768.0,37.0,21524.0,30.0,15829.0
155897,Molly Carapiet,I-Women,64387.0,10714.0,122.0,22533.0,278.0,5149.0,163.0,21765.0,58.0,11336.0,65.0,3604.0
44522,Jaimee Hunsdon,I-Women,64394.0,10715.0,150.0,13113.0,226.0,18879.0,185.0,17831.0,65.0,7335.0,54.0,7236.0
188113,Brenna Donovan,I-Women,64399.0,10716.0,144.0,15356.0,260.0,9093.0,176.0,19380.0,57.0,11668.0,51.0,8902.0
48285,Sharon Feeney,I-Women,64401.0,10717.0,150.0,10718.0,197.0,27646.0,220.0,13059.0,64.0,7967.0,59.0,5011.0
114871,Ashley McMahon,I-Women,64413.0,10718.0,150.0,13833.0,240.0,14366.0,203.0,15104.0,65.0,7335.0,42.0,13775.0
131333,claire hazlehurst,I-Women,64417.0,10719.0,150.0,10499.0,253.0,11006.0,182.0,18277.0,51.0,13854.0,48.0,10781.0
10127,Melanie Webb,I-Women,64419.0,10720.0,128.0,19669.0,223.0,19844.0,240.0,10664.0,58.0,11336.0,69.0,2906.0
3648,Rachel Yeung,I-Women,64429.0,10721.0,150.0,13461.0,257.0,9899.0,136.0,28676.0,62.0,9141.0,67.0,3252.0
155284,Teresa Greider,I-Women,64435.0,10722.0,150.0,13573.0,230.0,17685.0,174.0,19646.0,65.0,7335.0,56.0,6196.0
208518,Dawn Spironello,I-Women,64438.0,10723.0,158.0,3430.0,223.0,19844.0,216.0,13470.0,67.0,6239.0,16.0,21455.0
58427,Nicola Brown,I-Women,64438.0,10723.0,128.0,19648.0,241.0,13928.0,240.0,3567.0,46.0,15838.0,47.0,11457.0
44897,Juliana Aagaard,I-Women,64448.0,10725.0,150.0,12282.0,255.0,10429.0,210.0,14243.0,41.0,19210.0,52.0,8284.0
101468,Samantha Tone,I-Women,64453.0,10726.0,144.0,15432.0,241.0,13928.0,240.0,6282.0,54.0,12739.0,29.0,16072.0
9317,Shelly Utsch,I-Women,64455.0,10727.0,150.0,14008.0,265.0,7968.0,150.0,25012.0,64.0,7967.0,50.0,9500.0
69295,Bunny Speidel,I-Women,64458.0,10728.0,150.0,10598.0,253.0,11006.0,201.0,15413.0,48.0,14779.0,45.0,12662.0
15085,Lauren Manero,I-Women,64464.0,10729.0,137.0,17450.0,237.0,15810.0,240.0,3909.0,46.0,15838.0,47.0,11457.0
114965,Amelia Martinez,I-Women,64465.0,10730.0,148.0,14474.0,265.0,7968.0,240.0,11286.0,52.0,13475.0,26.0,17262.0
189289,Renee Rozaieski,I-Women,64477.0,10731.0,151.0,6792.0,211.0,23076.0,240.0,9380.0,64.0,7967.0,26.0,17262.0
190449,Maxine Burnett,I-Women,64505.0,10732.0,138.0,17100.0,235.0,16288.0,240.0,10523.0,47.0,15263.0,58.0,5331.0
31768,Amy Woolf,I-Women,64507.0,10733.0,132.0,18642.0,259.0,9347.0,240.0,10282.0,48.0,14779.0,47.0,11457.0
3305,Linda French,I-Women,64510.0,10734.0,150.0,13354.0,252.0,11163.0,224.0,12655.0,47.0,15263.0,46.0,12075.0
83305,Hillie Van't Klooster,I-Women,64512.0,10735.0,150.0,9114.0,301.0,2147.0,240.0,8519.0,34.0,22641.0,15.0,22091.0
18599,Fernanda Hussein,I-Women,64520.0,10736.0,150.0,13209.0,220.0,20361.0,203.0,15113.0,71.0,4380.0,47.0,11457.0
130228,keziah wright,I-Women,64520.0,10736.0,150.0,12571.0,219.0,20580.0,240.0,5361.0,46.0,15838.0,49.0,10170.0
134402,Kim Jasmer,I-Women,64529.0,10738.0,137.0,17232.0,251.0,11349.0,240.0,7519.0,55.0,12357.0,29.0,16072.0
174344,Megan Bachman,I-Women,64533.0,10739.0,150.0,12571.0,253.0,11006.0,173.0,19830.0,60.0,10345.0,48.0,10781.0
166414,Jillian McCray,I-Women,64534.0,10740.0,150.0,13321.0,241.0,13928.0,165.0,21448.0,71.0,4380.0,47.0,11457.0
107877,Sam Armstrong,I-Women,64539.0,10741.0,150.0,13504.0,220.0,20361.0,240.0,4438.0,48.0,14779.0,47.0,11457.0
181967,Lyndsey Lantz,I-Women,64543.0,10742.0,150.0,13703.0,243.0,13200.0,234.0,11663.0,49.0,14520.0,47.0,11457.0
121099,Tegan Bartlett,I-Women,64544.0,10743.0,139.0,16874.0,273.0,5944.0,192.0,16750.0,50.0,14195.0,48.0,10781.0
167063,Brooke Rosheisen,I-Women,64550.0,10744.0,150.0,13573.0,237.0,15810.0,207.0,14587.0,51.0,13854.0,55.0,6726.0
116592,Tracy Ryland,I-Women,64555.0,10745.0,144.0,15421.0,271.0,6342.0,182.0,18340.0,44.0,17216.0,54.0,7236.0
139755,Melanie Bordage,I-Women,64557.0,10746.0,150.0,10767.0,235.0,16288.0,238.0,11458.0,47.0,15263.0,48.0,10781.0
81071,Jennifer Wirth,I-Women,64558.0,10747.0,144.0,15277.0,242.0,13593.0,203.0,15179.0,61.0,9728.0,48.0,10781.0
149984,Rachel Nichols,I-Women,64559.0,10748.0,154.0,4802.0,260.0,9093.0,175.0,19432.0,62.0,9141.0,15.0,22091.0
30568,Jess LaVigne,I-Women,64567.0,10749.0,135.0,17886.0,273.0,5944.0,219.0,13130.0,60.0,10345.0,26.0,17262.0
140304,Taja Johnson,I-Women,64578.0,10750.0,150.0,11193.0,270.0,6614.0,216.0,13476.0,55.0,12357.0,17.0,20938.0
44825,Elizabeth Smoczynski,I-Women,64580.0,10751.0,150.0,9086.0,236.0,16057.0,240.0,11157.0,59.0,11018.0,26.0,17262.0
146030,brandy clemmer,I-Women,64582.0,10752.0,149.0,14254.0,270.0,6614.0,190.0,16998.0,44.0,17216.0,50.0,9500.0
208981,Kimberly Berger,I-Women,64597.0,10753.0,150.0,14034.0,231.0,17399.0,234.0,11705.0,47.0,15263.0,56.0,6196.0
126434,Helen Prentice-McIntyre,I-Women,64597.0,10753.0,150.0,11193.0,237.0,15810.0,166.0,21217.0,62.0,9141.0,54.0,7236.0
151887,Pamela Edwards,I-Women,64599.0,10755.0,150.0,11864.0,256.0,10163.0,240.0,10282.0,46.0,15838.0,28.0,16452.0
102904,Mariane Cidade,I-Women,64608.0,10756.0,149.0,14170.0,228.0,18317.0,240.0,7746.0,60.0,10345.0,41.0,14030.0
148486,Sally Tynkkynen,I-Women,64622.0,10757.0,124.0,21546.0,240.0,14366.0,240.0,4816.0,42.0,18563.0,58.0,5331.0
158413,Allison Conrey,I-Women,64631.0,10758.0,142.0,15944.0,242.0,13593.0,240.0,9569.0,60.0,10345.0,36.0,15180.0
195099,Angela Angeles,I-Women,64633.0,10759.0,128.0,20000.0,225.0,19166.0,240.0,6675.0,65.0,7335.0,47.0,11457.0
105491,Ellie Howard,I-Women,64633.0,10759.0,150.0,13636.0,259.0,9347.0,222.0,12784.0,62.0,9141.0,20.0,19725.0
172483,Debra Roshak,I-Women,64635.0,10761.0,135.0,17980.0,243.0,13200.0,240.0,9774.0,48.0,14779.0,51.0,8902.0
81916,Shannon Bradshaw,I-Women,64636.0,10762.0,132.0,18600.0,256.0,10163.0,209.0,14370.0,56.0,12003.0,50.0,9500.0
104997,Becky Lowe,I-Women,64637.0,10763.0,142.0,15782.0,270.0,6614.0,240.0,9380.0,53.0,13136.0,20.0,19725.0
30829,Jaime Goldberg,I-Women,64644.0,10764.0,150.0,7738.0,225.0,19166.0,144.0,26998.0,67.0,6239.0,60.0,4503.0
40917,Audrey Soucy,I-Women,64644.0,10764.0,150.0,7502.0,280.0,4934.0,170.0,20389.0,61.0,9728.0,15.0,22091.0
12653,Melissa Froehlich,I-Women,64649.0,10766.0,143.0,15596.0,255.0,10429.0,240.0,11286.0,47.0,15263.0,46.0,12075.0
149878,Angie Lindley,I-Women,64652.0,10767.0,150.0,11060.0,227.0,18590.0,213.0,13834.0,57.0,11668.0,50.0,9500.0
123284,sabrina holguin,I-Women,64653.0,10768.0,147.0,14636.0,245.0,12490.0,228.0,12226.0,49.0,14520.0,48.0,10781.0
31601,Lara Steinhebel,I-Women,64658.0,10769.0,150.0,12534.0,244.0,12894.0,196.0,16179.0,61.0,9728.0,44.0,13323.0
157293,Jenny Gibson,I-Women,64661.0,10770.0,131.0,18843.0,264.0,8189.0,194.0,16413.0,62.0,9141.0,46.0,12075.0
111182,Natalie Irvin,I-Women,64670.0,10771.0,150.0,9245.0,245.0,12490.0,139.0,28057.0,62.0,9141.0,57.0,5737.0
117759,Allison Toadvine,I-Women,64671.0,10772.0,150.0,9625.0,259.0,9347.0,208.0,14467.0,62.0,9141.0,15.0,22091.0
181423,Lisa Berges,I-Women,64671.0,10772.0,148.0,14331.0,240.0,14366.0,214.0,13735.0,54.0,12739.0,50.0,9500.0
120684,Christina Nilsson,I-Women,64677.0,10774.0,150.0,7391.0,259.0,9347.0,134.0,29191.0,64.0,7967.0,48.0,10781.0
98306,Claudia Zosky,I-Women,64687.0,10775.0,150.0,11610.0,232.0,17091.0,236.0,11554.0,55.0,12357.0,46.0,12075.0
173367,Ashley Disher Spinks,I-Women,64698.0,10776.0,150.0,11295.0,246.0,12303.0,150.0,25018.0,60.0,10345.0,57.0,5737.0
61061,Julieann Murella,I-Women,64703.0,10777.0,143.0,15611.0,261.0,8844.0,159.0,22781.0,64.0,7967.0,50.0,9500.0
33600,Shannon Waldron,I-Women,64706.0,10778.0,121.0,23057.0,252.0,11163.0,240.0,5893.0,53.0,13136.0,47.0,11457.0
169194,Charysse Johnston,I-Women,64706.0,10778.0,126.0,20787.0,248.0,11876.0,212.0,13906.0,64.0,7967.0,49.0,10170.0
118155,Jodie Manssen,I-Women,64713.0,10780.0,150.0,11779.0,235.0,16288.0,192.0,16784.0,53.0,13136.0,55.0,6726.0
80272,Leslie Gloe,I-Women,64743.0,10781.0,147.0,14578.0,223.0,19844.0,227.0,12271.0,63.0,8550.0,50.0,9500.0
152995,Heather Mahan,I-Women,64745.0,10782.0,142.0,15843.0,233.0,16825.0,240.0,9657.0,60.0,10345.0,46.0,12075.0
148485,Meredith Buckner,I-Women,64763.0,10783.0,150.0,12072.0,282.0,4738.0,166.0,21334.0,46.0,15838.0,48.0,10781.0
163295,Rachel Greenberg,I-Women,64764.0,10784.0,109.0,29303.0,254.0,10837.0,240.0,4617.0,63.0,8550.0,47.0,11457.0
25929,kristen cheyne,I-Women,64767.0,10785.0,112.0,27758.0,259.0,9347.0,240.0,6282.0,44.0,17216.0,62.0,4164.0
142765,Jessica Webster,I-Women,64767.0,10785.0,127.0,20091.0,267.0,7609.0,185.0,17839.0,61.0,9728.0,50.0,9500.0
177309,Stephanie Talbot,I-Women,64772.0,10787.0,148.0,14408.0,258.0,9629.0,240.0,10932.0,57.0,11668.0,24.0,18135.0
77071,Kelly Sullivan,I-Women,64773.0,10788.0,150.0,13792.0,252.0,11163.0,164.0,21743.0,60.0,10345.0,53.0,7730.0
155176,Judy Garza,I-Women,64778.0,10789.0,150.0,9458.0,242.0,13593.0,194.0,16498.0,64.0,7967.0,26.0,17262.0
114241,Kristen Kirk,I-Women,64787.0,10790.0,150.0,9565.0,222.0,20009.0,169.0,20718.0,66.0,6765.0,53.0,7730.0
209668,Stella Ladao,I-Women,64791.0,10791.0,150.0,9856.0,249.0,11715.0,190.0,16983.0,63.0,8550.0,25.0,17687.0
64964,Molly Dwyer,I-Women,64813.0,10792.0,150.0,9791.0,250.0,11522.0,229.0,12102.0,46.0,15838.0,33.0,15560.0
2855,Jennifer Luce,I-Women,64824.0,10793.0,150.0,10170.0,257.0,9899.0,167.0,21060.0,50.0,14195.0,50.0,9500.0
36376,Allison Lawler,I-Women,64828.0,10794.0,141.0,16168.0,258.0,9629.0,220.0,13102.0,51.0,13854.0,46.0,12075.0
124584,Gaynor Considine,I-Women,64830.0,10795.0,150.0,12032.0,232.0,17091.0,180.0,18743.0,61.0,9728.0,54.0,7236.0
146776,Mitzi Barousse,I-Women,64831.0,10796.0,125.0,21067.0,270.0,6614.0,216.0,13455.0,50.0,14195.0,50.0,9500.0
146026,Sara Segat,I-Women,64843.0,10797.0,150.0,10544.0,201.0,26562.0,240.0,7139.0,62.0,9141.0,47.0,11457.0
109785,Gitta Lauster,I-Women,64848.0,10798.0,150.0,12821.0,231.0,17399.0,240.0,3486.0,33.0,22858.0,52.0,8284.0
81611,KerryAnne Linnane,I-Women,64857.0,10799.0,150.0,13945.0,231.0,17399.0,240.0,6019.0,41.0,19210.0,52.0,8284.0
36738,Melissa Coyle,I-Women,64859.0,10800.0,125.0,21006.0,211.0,23076.0,245.0,1379.0,57.0,11668.0,53.0,7730.0
25360,Cynthia Revesman,I-Women,64861.0,10801.0,150.0,7272.0,261.0,8844.0,208.0,14551.0,45.0,16507.0,25.0,17687.0
129542,Christina Bair,I-Women,64861.0,10801.0,149.0,14123.0,233.0,16825.0,240.0,10862.0,61.0,9728.0,44.0,13323.0
81601,Miriam Allersma,I-Women,64866.0,10803.0,150.0,13148.0,240.0,14366.0,240.0,10733.0,46.0,15838.0,48.0,10781.0
80421,Monica Chang,I-Women,64875.0,10804.0,150.0,12821.0,221.0,20196.0,240.0,8865.0,47.0,15263.0,53.0,7730.0
34238,Michelle Cook,I-Women,64877.0,10805.0,147.0,14680.0,229.0,18041.0,240.0,5640.0,58.0,11336.0,36.0,15180.0
100790,Katie Denninger,I-Women,64878.0,10806.0,151.0,5932.0,258.0,9629.0,174.0,19627.0,56.0,12003.0,25.0,17687.0
197619,Tamara Coulter,I-Women,64886.0,10807.0,154.0,4818.0,236.0,16057.0,140.0,27774.0,65.0,7335.0,51.0,8902.0
2485,Giselle Venema,I-Women,64890.0,10808.0,144.0,15369.0,226.0,18879.0,240.0,7139.0,61.0,9728.0,42.0,13775.0
60421,Amy Hunt,I-Women,64932.0,10809.0,150.0,7163.0,227.0,18590.0,181.0,18554.0,63.0,8550.0,46.0,12075.0
69822,Sarah Smith,I-Women,64941.0,10810.0,150.0,13177.0,228.0,18317.0,240.0,6731.0,44.0,17216.0,50.0,9500.0
61595,Jane Spencer,I-Women,64944.0,10811.0,140.0,16499.0,238.0,15580.0,240.0,8609.0,52.0,13475.0,48.0,10781.0
114447,Christie Sumner,I-Women,64958.0,10812.0,150.0,10718.0,254.0,10837.0,124.0,31249.0,63.0,8550.0,65.0,3604.0
157556,Andrea Pontones,I-Women,64962.0,10813.0,150.0,13940.0,238.0,15580.0,196.0,16203.0,56.0,12003.0,54.0,7236.0
110325,Jesea Jeannette,I-Women,64964.0,10814.0,124.0,21696.0,257.0,9899.0,240.0,10733.0,53.0,13136.0,50.0,9500.0
144590,Carla Urosevski,I-Women,64965.0,10815.0,120.0,23593.0,240.0,14366.0,240.0,8931.0,60.0,10345.0,53.0,7730.0
2405,Kate Webster,I-Women,64968.0,10816.0,151.0,6428.0,255.0,10429.0,60.0,37535.0,71.0,4380.0,56.0,6196.0
52134,MARTA PUCH�?N,I-Women,64971.0,10817.0,129.0,19487.0,245.0,12490.0,240.0,8045.0,48.0,14779.0,49.0,10170.0
182585,Amy Paulk,I-Women,64972.0,10818.0,150.0,11431.0,210.0,23514.0,190.0,16974.0,63.0,8550.0,60.0,4503.0
178647,Nicole Abbott,I-Women,64975.0,10819.0,150.0,10455.0,240.0,14366.0,174.0,19636.0,59.0,11018.0,50.0,9500.0
62811,Carrie Bettlach,I-Women,64979.0,10820.0,119.0,24282.0,255.0,10429.0,240.0,6587.0,48.0,14779.0,51.0,8902.0
48479,Cedar Heinle,I-Women,64988.0,10821.0,115.0,26683.0,266.0,7786.0,240.0,4226.0,42.0,18563.0,53.0,7730.0
25525,Rachelle pollock,I-Women,64991.0,10822.0,150.0,11397.0,288.0,3874.0,166.0,21291.0,55.0,12357.0,29.0,16072.0
150165,Mayumi Batchelor,I-Women,65005.0,10823.0,150.0,12794.0,244.0,12894.0,205.0,14938.0,63.0,8550.0,30.0,15829.0
94180,Marta Prokop,I-Women,65014.0,10824.0,150.0,9458.0,248.0,11876.0,240.0,5986.0,41.0,19210.0,23.0,18484.0
110835,Trish Papile,I-Women,65016.0,10825.0,147.0,14608.0,259.0,9347.0,195.0,16247.0,54.0,12739.0,46.0,12075.0
109991,Samantha Cox,I-Women,65026.0,10826.0,150.0,11153.0,240.0,14366.0,240.0,8345.0,52.0,13475.0,25.0,17687.0
208771,Lizzy Kim,I-Women,65027.0,10827.0,150.0,12282.0,225.0,19166.0,240.0,8609.0,62.0,9141.0,30.0,15829.0
37007,Renee Freund,I-Women,65040.0,10828.0,151.0,6729.0,230.0,17685.0,212.0,14007.0,46.0,15838.0,48.0,10781.0
16529,Haley Melanson,I-Women,65041.0,10829.0,150.0,12388.0,268.0,7446.0,227.0,12317.0,55.0,12357.0,18.0,20533.0
150723,Katelyn Garel,I-Women,65050.0,10830.0,150.0,12571.0,241.0,13928.0,224.0,12622.0,51.0,13854.0,46.0,12075.0
14823,Kari James,I-Women,65058.0,10831.0,147.0,14643.0,262.0,8620.0,157.0,23165.0,61.0,9728.0,51.0,8902.0
207905,Kimberly Cedar,I-Women,65062.0,10832.0,150.0,10544.0,259.0,9347.0,240.0,11075.0,48.0,14779.0,21.0,19317.0
108411,Kaitlyn Mardeusz,I-Women,65063.0,10833.0,122.0,22534.0,243.0,13200.0,240.0,6830.0,47.0,15263.0,54.0,7236.0
157461,Shellie Lang,I-Women,65066.0,10834.0,141.0,16087.0,240.0,14366.0,216.0,13487.0,60.0,10345.0,48.0,10781.0
162564,Despina Dobbins,I-Women,65084.0,10835.0,125.0,21084.0,266.0,7786.0,240.0,7714.0,46.0,15838.0,45.0,12662.0
121161,Mallory O'neal,I-Women,65100.0,10836.0,128.0,19694.0,225.0,19166.0,240.0,8228.0,61.0,9728.0,52.0,8284.0
163164,Sarah Boulton,I-Women,65105.0,10837.0,153.0,4965.0,273.0,5944.0,121.0,31747.0,57.0,11668.0,48.0,10781.0
43604,dina widlake,I-Women,65105.0,10837.0,150.0,10010.0,255.0,10429.0,206.0,14740.0,51.0,13854.0,29.0,16072.0
54175,Kristen Proctor,I-Women,65112.0,10839.0,150.0,9306.0,253.0,11006.0,130.0,29952.0,60.0,10345.0,60.0,4503.0
177567,Teena Dotson,I-Women,65117.0,10840.0,150.0,9531.0,240.0,14366.0,183.0,18213.0,60.0,10345.0,45.0,12662.0
141034,Lucy Slate,I-Women,65118.0,10841.0,150.0,8935.0,199.0,27130.0,214.0,13716.0,62.0,9141.0,56.0,6196.0
127865,melissa desroches,I-Women,65134.0,10842.0,145.0,15013.0,248.0,11876.0,240.0,9726.0,57.0,11668.0,27.0,16851.0
135341,Carla Ainsworth,I-Women,65137.0,10843.0,151.0,6786.0,239.0,15343.0,228.0,12167.0,55.0,12357.0,23.0,18484.0
172930,Jennifer Adams,I-Women,65137.0,10843.0,150.0,12794.0,260.0,9093.0,197.0,15955.0,46.0,15838.0,47.0,11457.0
207200,Katherine Noland,I-Women,65139.0,10845.0,150.0,13443.0,257.0,9899.0,212.0,13928.0,59.0,11018.0,27.0,16851.0
158024,Rachael Hellyar,I-Women,65159.0,10846.0,150.0,12340.0,238.0,15580.0,240.0,10523.0,44.0,17216.0,50.0,9500.0
106708,Rachel Mortimer,I-Women,65167.0,10847.0,150.0,11677.0,240.0,14366.0,240.0,3474.0,50.0,14195.0,16.0,21455.0
75309,Cheri Campbell,I-Women,65168.0,10848.0,128.0,19846.0,263.0,8400.0,240.0,7567.0,57.0,11668.0,25.0,17687.0
140985,Tiara Adams,I-Women,65170.0,10849.0,155.0,4330.0,219.0,20580.0,240.0,10202.0,64.0,7967.0,15.0,22091.0
25559,Jessica Laux,I-Women,65172.0,10850.0,128.0,19921.0,244.0,12894.0,240.0,9219.0,55.0,12357.0,48.0,10781.0
11867,Jenna Aanden,I-Women,65177.0,10851.0,116.0,25680.0,245.0,12490.0,207.0,14661.0,65.0,7335.0,59.0,5011.0
66924,Jill Intarachote,I-Women,65183.0,10852.0,126.0,20555.0,272.0,6151.0,240.0,10202.0,63.0,8550.0,20.0,19725.0
116331,Cristin Sarmiento,I-Women,65184.0,10853.0,150.0,7465.0,227.0,18590.0,219.0,13122.0,45.0,16507.0,50.0,9500.0
193270,Natalie Anderson,I-Women,65193.0,10854.0,124.0,21645.0,285.0,4358.0,239.0,11358.0,56.0,12003.0,30.0,15829.0
87951,Jessica Borowski,I-Women,65199.0,10855.0,134.0,18018.0,226.0,18879.0,196.0,16206.0,66.0,6765.0,58.0,5331.0
43705,leeny hoffmann,I-Women,65216.0,10856.0,140.0,16613.0,247.0,12101.0,202.0,15334.0,57.0,11668.0,50.0,9500.0
32104,Kim Tantlinger,I-Women,65234.0,10857.0,150.0,11431.0,239.0,15343.0,193.0,16661.0,59.0,11018.0,48.0,10781.0
61552,Michelle Chan,I-Women,65237.0,10858.0,136.0,17574.0,267.0,7609.0,157.0,23185.0,64.0,7967.0,51.0,8902.0
23005,Catherine Stiles,I-Women,65238.0,10859.0,136.0,17548.0,232.0,17091.0,214.0,13730.0,64.0,7967.0,51.0,8902.0
128444,Alicia Iamarone,I-Women,65240.0,10860.0,150.0,13504.0,243.0,13200.0,180.0,18638.0,61.0,9728.0,49.0,10170.0
143700,Evelyn Bolanis,I-Women,65241.0,10861.0,123.0,22376.0,248.0,11876.0,234.0,11678.0,62.0,9141.0,49.0,10170.0
141145,Annalies Bright,I-Women,65253.0,10862.0,146.0,14918.0,242.0,13593.0,205.0,14939.0,61.0,9728.0,46.0,12075.0
209811,Caitlin Khoury,I-Women,65258.0,10863.0,150.0,7968.0,253.0,11006.0,207.0,14556.0,56.0,12003.0,20.0,19725.0
22580,Melissa Cheney,I-Women,65261.0,10864.0,150.0,11111.0,218.0,20782.0,195.0,16354.0,56.0,12003.0,59.0,5011.0
110955,Brandy Johnson,I-Women,65262.0,10865.0,152.0,5807.0,258.0,9629.0,194.0,16399.0,58.0,11336.0,15.0,22091.0
123090,Tracy Chao,I-Women,65262.0,10865.0,146.0,14921.0,240.0,14366.0,240.0,11157.0,64.0,7967.0,27.0,16851.0
61306,Amy Wolcheski,I-Women,65266.0,10867.0,140.0,16556.0,255.0,10429.0,165.0,21412.0,64.0,7967.0,51.0,8902.0
190568,Megan DeGuerre,I-Women,65267.0,10868.0,126.0,20753.0,225.0,19166.0,240.0,6046.0,59.0,11018.0,52.0,8284.0
206327,Melissa Lance,I-Women,65270.0,10869.0,151.0,6750.0,213.0,22226.0,240.0,6675.0,55.0,12357.0,26.0,17262.0
148292,Beverly Miramontes,I-Women,65272.0,10870.0,150.0,12196.0,249.0,11715.0,190.0,17082.0,48.0,14779.0,50.0,9500.0
130606,Beth Kane,I-Women,65280.0,10871.0,150.0,9690.0,259.0,9347.0,224.0,12567.0,38.0,21014.0,45.0,12662.0
